month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,dest,air_time,distance,hour,minute,carrier_name,dest_name
3,11,2058,-2,2236,-9,WN,N7721E,586,SJC,80,569,20,58,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,11,2058,59,2311,46,OO,N943SW,6250,LAX,108,834,20,58,SkyWest Airlines Inc.,Los Angeles Intl
3,11,2223,-12,47,-38,AS,N442AS,143,ANC,193,1542,22,23,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
3,11,2224,-8,2306,-2,OO,N233SW,5440,RDM,30,116,22,24,SkyWest Airlines Inc.,Roberts Fld
3,11,2236,-4,2310,-8,OO,N583SW,5353,EUG,26,106,22,36,SkyWest Airlines Inc.,Mahlon Sweet Fld
3,11,2240,-5,2345,-7,OO,N566SW,5437,LMT,54,241,22,40,SkyWest Airlines Inc.,Klamath Falls Airport
3,11,2311,-4,511,3,UA,N818UA,700,ORD,220,1739,23,11,United Air Lines Inc.,Chicago Ohare Intl
3,12,516,-4,749,-2,US,N570UW,649,PHX,133,1009,5,16,US Airways Inc.,Phoenix Sky Harbor Intl
3,12,535,-5,720,-9,OO,N795SK,5581,SFO,83,550,5,35,SkyWest Airlines Inc.,San Francisco Intl
3,12,536,-4,912,6,UA,N75436,1636,DEN,137,991,5,36,United Air Lines Inc.,Denver Intl
3,12,547,-3,1404,-5,UA,N498UA,239,EWR,297,2434,5,47,United Air Lines Inc.,Newark Liberty Intl
3,12,549,-6,917,-3,WN,N272WN,1126,DEN,136,991,5,49,Southwest Airlines Co.,Denver Intl
3,12,550,-10,738,-7,AS,N537AS,406,SJC,84,569,5,50,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
3,12,553,-7,834,-10,DL,N3762Y,1831,SLC,85,630,5,53,Delta Air Lines Inc.,Salt Lake City Intl
3,12,555,-5,1201,-5,UA,N843UA,228,IAH,217,1825,5,55,United Air Lines Inc.,George Bush Intercontinental
3,12,555,-5,925,-2,F9,N202FR,796,DEN,132,991,5,55,Frontier Airlines Inc.,Denver Intl
3,12,556,-4,1144,4,AA,N4YNAA,1650,DFW,202,1616,5,56,American Airlines Inc.,Dallas Fort Worth Intl
3,12,557,-3,1109,-11,WN,N296WN,842,MCI,179,1482,5,57,Southwest Airlines Co.,Kansas City Intl
3,12,558,-2,805,-5,WN,N366SW,3956,LAS,112,763,5,58,Southwest Airlines Co.,Mc Carran Intl
3,12,559,-1,1331,1,DL,N375DA,2519,ATL,255,2172,5,59,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
3,12,615,0,756,-9,WN,N240WN,1732,SJC,84,569,6,15,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,12,618,-2,858,8,OO,N554CA,4692,LAX,114,834,6,18,SkyWest Airlines Inc.,Los Angeles Intl
3,12,621,-9,841,-14,AS,N797AS,558,LAX,115,834,6,21,Alaska Airlines Inc.,Los Angeles Intl
3,12,621,-9,825,-13,OO,N216AG,3456,BUR,109,817,6,21,SkyWest Airlines Inc.,Bob Hope
3,12,637,-3,906,-3,AS,N524AS,576,SAN,122,933,6,37,Alaska Airlines Inc.,San Diego Intl
3,12,638,-7,851,-14,OO,N217AG,3460,ONT,115,838,6,38,SkyWest Airlines Inc.,Ontario Intl
3,12,641,1,1238,3,WN,N408WN,817,MDW,224,1751,6,41,Southwest Airlines Co.,Chicago Midway Intl
3,12,644,-4,838,-1,UA,N76508,1159,SFO,95,550,6,44,United Air Lines Inc.,San Francisco Intl
3,12,648,-12,843,-2,VX,N846VA,84,SFO,92,550,6,48,Virgin America,San Francisco Intl
3,12,650,-10,939,-35,AS,N519AS,833,HNL,310,2603,6,50,Alaska Airlines Inc.,Honolulu Intl
3,12,655,-5,1211,-4,DL,N669DN,2090,MSP,171,1426,6,55,Delta Air Lines Inc.,Minneapolis St Paul Intl
3,12,655,-5,1025,-10,WN,N923WN,397,ABQ,135,1111,6,55,Southwest Airlines Co.,Albuquerque International Sunport
3,12,656,-4,910,-7,B6,N665JB,1121,LGB,116,846,6,56,JetBlue Airways,Long Beach
3,12,657,-13,922,9,AS,N625AS,626,LAS,104,763,6,57,Alaska Airlines Inc.,Mc Carran Intl
3,12,657,-3,924,-11,WN,N921WN,1927,PHX,130,1009,6,57,Southwest Airlines Co.,Phoenix Sky Harbor Intl
3,12,658,-7,920,-4,AS,N619AS,582,SNA,121,859,6,58,Alaska Airlines Inc.,John Wayne Arpt Orange Co
3,12,704,-6,944,2,AS,N568AS,644,PHX,139,1009,7,4,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
3,12,717,7,1544,24,DL,N624AG,2258,JFK,301,2454,7,17,Delta Air Lines Inc.,John F Kennedy Intl
3,12,718,-2,953,-51,AS,N589AS,855,KOA,310,2607,7,18,Alaska Airlines Inc.,Kona Intl At Keahole
3,12,736,-9,826,-11,OO,N233SW,5379,SEA,33,129,7,36,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,740,-5,945,-9,OO,N224AG,3486,BOI,49,344,7,40,SkyWest Airlines Inc.,Boise Air Terminal
3,12,751,-9,1016,-3,AS,N779AS,568,LAX,121,834,7,51,Alaska Airlines Inc.,Los Angeles Intl
3,12,755,-10,1334,-11,AA,N4YPAA,1220,DFW,199,1616,7,55,American Airlines Inc.,Dallas Fort Worth Intl
3,12,803,-2,1601,6,UA,N68452,1566,IAD,280,2327,8,3,United Air Lines Inc.,Washington Dulles Intl
3,12,824,4,1011,6,WN,N653SW,2618,OAK,86,543,8,24,Southwest Airlines Co.,Metropolitan Oakland Intl
3,12,842,-3,1115,0,US,N669AW,680,PHX,137,1009,8,42,US Airways Inc.,Phoenix Sky Harbor Intl
3,12,900,-5,1027,-3,WN,N346SW,1921,SMF,71,479,9,0,Southwest Airlines Co.,Sacramento Intl
3,12,902,2,1654,24,DL,N618DL,2520,ATL,246,2172,9,2,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
3,12,915,0,1207,2,OO,N223AG,3466,TUS,148,1119,9,15,SkyWest Airlines Inc.,Tucson Intl
3,12,916,-5,1017,4,OO,N295SW,5428,SEA,38,129,9,16,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,919,-1,1750,11,AS,N563AS,30,BOS,297,2537,9,19,Alaska Airlines Inc.,General Edward Lawrence Logan Intl
3,12,925,-5,1209,6,AS,N792AS,640,PHX,142,1009,9,25,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
3,12,938,-2,1315,10,WN,N612SW,612,DEN,138,991,9,38,Southwest Airlines Co.,Denver Intl
3,12,945,-5,1740,0,AS,N577AS,764,DCA,279,2350,9,45,Alaska Airlines Inc.,Ronald Reagan Washington Natl
3,12,951,-4,1233,-2,AS,N788AS,131,ANC,207,1542,9,51,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
3,12,1000,-5,1747,-3,AS,N584AS,752,ATL,263,2172,10,0,Alaska Airlines Inc.,Hartsfield Jackson Atlanta Intl
3,12,1000,-10,1224,-3,AS,N609AS,580,SNA,119,859,10,0,Alaska Airlines Inc.,John Wayne Arpt Orange Co
3,12,1009,-6,1246,-39,HA,N383HA,25,HNL,312,2603,10,9,Hawaiian Airlines Inc.,Honolulu Intl
3,12,1012,-3,1556,-8,AS,N317AS,654,DFW,200,1616,10,12,Alaska Airlines Inc.,Dallas Fort Worth Intl
3,12,1012,-3,1156,-4,WN,N461WN,3777,SJC,85,569,10,12,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,12,1018,-7,1302,-43,AS,N564AS,801,LIH,314,2631,10,18,Alaska Airlines Inc.,Lihue
3,12,1019,-6,1301,-4,DL,N326NB,2189,SLC,87,630,10,19,Delta Air Lines Inc.,Salt Lake City Intl
3,12,1023,-12,1358,-1,F9,N908FR,788,DEN,133,991,10,23,Frontier Airlines Inc.,Denver Intl
3,12,1029,-2,1418,15,OO,N494CA,5576,DEN,139,991,10,29,SkyWest Airlines Inc.,Denver Intl
3,12,1039,0,1301,1,OO,N754SK,6518,LAX,117,834,10,39,SkyWest Airlines Inc.,Los Angeles Intl
3,12,1043,-2,1336,11,WN,N604SW,3246,SLC,96,630,10,43,Southwest Airlines Co.,Salt Lake City Intl
3,12,1043,57,1239,62,OO,N986CA,5196,SFO,87,550,10,43,SkyWest Airlines Inc.,San Francisco Intl
3,12,1046,-9,1310,1,AS,N713AS,564,LAX,116,834,10,46,Alaska Airlines Inc.,Los Angeles Intl
3,12,1052,-1,1148,3,OO,N583SW,5397,SEA,37,129,10,52,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,1105,0,1233,3,WN,N909WN,2603,SMF,72,479,11,5,Southwest Airlines Co.,Sacramento Intl
3,12,1119,4,1258,3,WN,N751SW,2073,OAK,84,543,11,19,Southwest Airlines Co.,Metropolitan Oakland Intl
3,12,1119,-6,1354,0,US,N827AW,634,PHX,133,1009,11,19,US Airways Inc.,Phoenix Sky Harbor Intl
3,12,1121,-5,1320,1,OO,N927SW,5197,SFO,83,550,11,21,SkyWest Airlines Inc.,San Francisco Intl
3,12,1124,-6,1353,-56,AS,N537AS,809,OGG,306,2562,11,24,Alaska Airlines Inc.,Kahului
3,12,1126,-4,1353,3,AS,N558AS,572,SAN,123,933,11,26,Alaska Airlines Inc.,San Diego Intl
3,12,1128,173,1746,198,UA,N73259,1458,ORD,219,1739,11,28,United Air Lines Inc.,Chicago Ohare Intl
3,12,1131,-4,1249,-6,WN,N754SW,1171,RNO,60,444,11,31,Southwest Airlines Co.,Reno Tahoe Intl
3,12,1135,-5,1321,-4,VX,N523VA,817,SFO,89,550,11,35,Virgin America,San Francisco Intl
3,12,1135,-3,1400,-3,OO,N814SK,4698,LAX,119,834,11,35,SkyWest Airlines Inc.,Los Angeles Intl
3,12,1138,-7,1856,4,DL,N396DA,951,DTW,237,1953,11,38,Delta Air Lines Inc.,Detroit Metro Wayne Co
3,12,1156,81,1825,115,AS,N457AS,686,ORD,213,1739,11,56,Alaska Airlines Inc.,Chicago Ohare Intl
3,12,1159,-7,1758,-6,UA,N448UA,655,IAH,215,1825,11,59,United Air Lines Inc.,George Bush Intercontinental
3,12,1200,-4,1249,5,OO,N295SW,5325,RDM,30,116,12,0,SkyWest Airlines Inc.,Roberts Fld
3,12,1201,-9,1405,-11,OO,N216AG,3454,BUR,112,817,12,1,SkyWest Airlines Inc.,Bob Hope
3,12,1202,-3,1754,9,AA,N4XEAA,1568,DFW,203,1616,12,2,American Airlines Inc.,Dallas Fort Worth Intl
3,12,1206,-2,1248,2,OO,N233SW,5411,EUG,31,106,12,6,SkyWest Airlines Inc.,Mahlon Sweet Fld
3,12,1217,-2,1354,-6,UA,N804UA,353,SFO,82,550,12,17,United Air Lines Inc.,San Francisco Intl
3,12,1247,-3,1801,-4,DL,N961DN,2164,MSP,177,1426,12,47,Delta Air Lines Inc.,Minneapolis St Paul Intl
3,12,1258,-2,1505,4,AS,N625AS,622,LAS,113,763,12,58,Alaska Airlines Inc.,Mc Carran Intl
3,12,1306,-9,1549,-10,DL,N612DL,1208,SLC,86,630,13,6,Delta Air Lines Inc.,Salt Lake City Intl
3,12,1309,-6,1952,32,AA,N3ABAA,115,ORD,217,1739,13,9,American Airlines Inc.,Chicago Ohare Intl
3,12,1309,-6,1524,-6,B6,N665JB,1521,LGB,118,846,13,9,JetBlue Airways,Long Beach
3,12,1313,-9,1454,-16,UA,N809UA,649,SFO,87,550,13,13,United Air Lines Inc.,San Francisco Intl
3,12,1316,-1,2039,-7,DL,N815DN,701,ATL,246,2172,13,16,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
3,12,1330,-6,1423,-5,OO,N583SW,5423,SEA,35,129,13,30,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,1334,64,1515,60,AS,N531AS,388,SFO,82,550,13,34,Alaska Airlines Inc.,San Francisco Intl
3,12,1354,29,1517,27,WN,N389SW,3573,SMF,73,479,13,54,Southwest Airlines Co.,Sacramento Intl
3,12,1358,-7,1612,-12,AS,N530AS,570,LAX,114,834,13,58,Alaska Airlines Inc.,Los Angeles Intl
3,12,1359,-1,1952,-3,WN,N8317M,2609,MDW,220,1751,13,59,Southwest Airlines Co.,Chicago Midway Intl
3,12,1415,0,1555,-5,WN,N914WN,414,OAK,82,543,14,15,Southwest Airlines Co.,Metropolitan Oakland Intl
3,12,1436,-9,1808,-2,F9,N203FR,792,DEN,134,991,14,36,Frontier Airlines Inc.,Denver Intl
3,12,1440,0,1801,-9,WN,N461WN,220,DEN,127,991,14,40,Southwest Airlines Co.,Denver Intl
3,12,1446,-6,1710,-5,OO,N816SK,4688,LAX,117,834,14,46,SkyWest Airlines Inc.,Los Angeles Intl
3,12,1455,-10,1712,-11,AS,N796AS,588,PSP,118,873,14,55,Alaska Airlines Inc.,Palm Springs Intl
3,12,1502,2,1731,-4,WN,N550WN,264,PHX,136,1009,15,2,Southwest Airlines Co.,Phoenix Sky Harbor Intl
3,12,1502,-8,1740,0,US,N554UW,720,PHX,139,1009,15,2,US Airways Inc.,Phoenix Sky Harbor Intl
3,12,1518,-12,2035,-9,DL,N956DN,2430,MSP,176,1426,15,18,Delta Air Lines Inc.,Minneapolis St Paul Intl
3,12,1521,-7,1718,1,OO,N948SW,5212,SFO,89,550,15,21,SkyWest Airlines Inc.,San Francisco Intl
3,12,1527,-3,1706,-4,WN,N421LV,498,OAK,85,543,15,27,Southwest Airlines Co.,Metropolitan Oakland Intl
3,12,1530,0,1620,10,OO,N233SW,5331,RDM,28,116,15,30,SkyWest Airlines Inc.,Roberts Fld
3,12,1544,-6,1808,1,AS,N568AS,584,SNA,127,859,15,44,Alaska Airlines Inc.,John Wayne Arpt Orange Co
3,12,1548,18,2134,19,AA,N4XWAA,157,DFW,204,1616,15,48,American Airlines Inc.,Dallas Fort Worth Intl
3,12,1557,105,2208,124,UA,N467UA,464,ORD,219,1739,15,57,United Air Lines Inc.,Chicago Ohare Intl
3,12,1621,10,1704,2,OO,N582SW,5404,SEA,34,129,16,21,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,1632,2,1811,2,AS,N609AS,402,SJC,86,569,16,32,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
3,12,1637,-1,1922,3,DL,N313US,1194,SLC,92,630,16,37,Delta Air Lines Inc.,Salt Lake City Intl
3,12,1655,30,1858,23,OO,N219AG,3494,SBA,104,784,16,55,SkyWest Airlines Inc.,Santa Barbara Muni
3,12,1700,0,1841,-4,WN,N762SW,1825,OAK,80,543,17,0,Southwest Airlines Co.,Metropolitan Oakland Intl
3,12,1703,-7,1853,-12,AS,N799AS,392,SFO,87,550,17,3,Alaska Airlines Inc.,San Francisco Intl
3,12,1704,-1,1848,-2,WN,N229WN,147,SJC,88,569,17,4,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,12,1710,0,2000,5,WN,N554WN,562,SLC,89,630,17,10,Southwest Airlines Co.,Salt Lake City Intl
3,12,1721,-9,1950,-1,OO,N823SK,4659,LAX,124,834,17,21,SkyWest Airlines Inc.,Los Angeles Intl
3,12,1729,-6,1954,-9,AS,N792AS,562,LAX,121,834,17,29,Alaska Airlines Inc.,Los Angeles Intl
3,12,1729,-6,1826,0,OO,N583SW,5417,SEA,39,129,17,29,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,1741,-4,1946,-8,OO,N216AG,3488,BUR,113,817,17,41,SkyWest Airlines Inc.,Bob Hope
3,12,1753,-7,2024,-5,US,N626AW,577,PHX,133,1009,17,53,US Airways Inc.,Phoenix Sky Harbor Intl
3,12,1756,-4,1935,-10,WN,N444WN,258,OAK,81,543,17,56,Southwest Airlines Co.,Metropolitan Oakland Intl
3,12,1756,5,2140,15,OO,N969SW,5659,DEN,137,991,17,56,SkyWest Airlines Inc.,Denver Intl
3,12,1757,161,2117,154,UA,N36207,1106,DEN,124,991,17,57,United Air Lines Inc.,Denver Intl
3,12,1802,-8,1934,-21,VX,N521VA,948,SFO,81,550,18,2,Virgin America,San Francisco Intl
3,12,1815,26,1958,23,OO,N738SK,5553,SFO,82,550,18,15,SkyWest Airlines Inc.,San Francisco Intl
3,12,1822,-6,2108,-2,DL,N326NB,952,SLC,85,630,18,22,Delta Air Lines Inc.,Salt Lake City Intl
3,12,1826,-9,2056,-58,AS,N558AS,863,OGG,311,2562,18,26,Alaska Airlines Inc.,Kahului
3,12,1838,43,2043,43,WN,N494WN,1188,LAS,107,763,18,38,Southwest Airlines Co.,Mc Carran Intl
3,12,1842,2,2004,-1,WN,N231WN,3472,SMF,69,479,18,42,Southwest Airlines Co.,Sacramento Intl
3,12,1846,-9,2055,0,AS,N625AS,620,LAS,113,763,18,46,Alaska Airlines Inc.,Mc Carran Intl
3,12,1849,-16,2100,0,AS,N583AS,386,SFO,86,550,18,49,Alaska Airlines Inc.,San Francisco Intl
3,12,1907,-8,2230,-8,F9,N905FR,794,DEN,127,991,19,7,Frontier Airlines Inc.,Denver Intl
3,12,1918,-2,2011,0,OO,N233SW,5305,SEA,37,129,19,18,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,12,1924,-6,2103,-16,UA,N558UA,416,SFO,83,550,19,24,United Air Lines Inc.,San Francisco Intl
3,12,1944,-8,2023,-7,OO,N582SW,5403,EUG,26,106,19,44,SkyWest Airlines Inc.,Mahlon Sweet Fld
3,12,1952,-7,2214,-11,OO,N693BR,6250,LAX,119,834,19,52,SkyWest Airlines Inc.,Los Angeles Intl
3,12,1953,-2,2140,6,AS,N590AS,404,SJC,83,569,19,53,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
3,12,1958,-2,2122,-3,WN,N766SW,2896,SMF,73,479,19,58,Southwest Airlines Co.,Sacramento Intl
3,12,2003,-12,2216,-15,OO,N223AG,3464,ONT,113,838,20,3,SkyWest Airlines Inc.,Ontario Intl
3,12,2010,20,2250,17,AS,N317AS,137,ANC,202,1542,20,10,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
3,12,2038,63,2237,52,WN,N747SA,1458,LAS,108,763,20,38,Southwest Airlines Co.,Mc Carran Intl
3,12,2041,18,2219,7,OO,N970SW,5210,SFO,83,550,20,41,SkyWest Airlines Inc.,San Francisco Intl
3,12,2044,-1,2305,-10,WN,N944WN,1368,PHX,131,1009,20,44,Southwest Airlines Co.,Phoenix Sky Harbor Intl
3,12,2056,1,2314,-6,AS,N530AS,566,LAX,111,834,20,56,Alaska Airlines Inc.,Los Angeles Intl
3,12,2059,-1,2236,-9,WN,N483WN,586,SJC,87,569,20,59,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,12,2102,12,2320,6,AS,N536AS,598,SAN,125,933,21,2,Alaska Airlines Inc.,San Diego Intl
3,12,2227,-8,108,-17,AS,N457AS,143,ANC,200,1542,22,27,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
3,12,2230,-2,2309,1,OO,N583SW,5440,RDM,29,116,22,30,SkyWest Airlines Inc.,Roberts Fld
3,12,2235,-5,2310,-8,OO,N582SW,5353,EUG,25,106,22,35,SkyWest Airlines Inc.,Mahlon Sweet Fld
3,12,2240,0,600,-8,DL,N3764D,2529,ATL,241,2172,22,40,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
3,12,2241,-4,2341,-11,OO,N233SW,5437,LMT,51,241,22,41,SkyWest Airlines Inc.,Klamath Falls Airport
3,12,2310,-5,451,-13,UA,N522UA,700,ORD,203,1739,23,10,United Air Lines Inc.,Chicago Ohare Intl
3,12,2348,-2,533,-17,UA,N464UA,672,IAH,207,1825,23,48,United Air Lines Inc.,George Bush Intercontinental
3,13,43,-7,539,-22,DL,N37700,2200,MSP,165,1426,0,43,Delta Air Lines Inc.,Minneapolis St Paul Intl
3,13,518,-2,759,8,US,N541UW,649,PHX,145,1009,5,18,US Airways Inc.,Phoenix Sky Harbor Intl
3,13,535,-5,902,-4,UA,N75436,1636,DEN,127,991,5,35,United Air Lines Inc.,Denver Intl
3,13,536,-4,713,-16,OO,N797SK,5581,SFO,80,550,5,36,SkyWest Airlines Inc.,San Francisco Intl
3,13,547,-3,1336,-33,UA,N465UA,239,EWR,269,2434,5,47,United Air Lines Inc.,Newark Liberty Intl
3,13,550,-5,915,-5,WN,N756SA,1126,DEN,123,991,5,50,Southwest Airlines Co.,Denver Intl
3,13,552,-8,1100,-20,WN,N919WN,842,MCI,175,1482,5,52,Southwest Airlines Co.,Kansas City Intl
3,13,555,-5,738,-7,AS,N533AS,406,SJC,87,569,5,55,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
3,13,555,-5,841,-4,DL,N648DL,1831,SLC,82,630,5,55,Delta Air Lines Inc.,Salt Lake City Intl
3,13,558,-2,1148,-18,UA,N853UA,387,IAH,214,1825,5,58,United Air Lines Inc.,George Bush Intercontinental
3,13,559,-1,1327,-3,DL,N618DL,2519,ATL,244,2172,5,59,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
3,13,559,-1,807,-3,WN,N267WN,3956,LAS,108,763,5,59,Southwest Airlines Co.,Mc Carran Intl
3,13,600,0,929,2,F9,N208FR,796,DEN,126,991,6,0,Frontier Airlines Inc.,Denver Intl
3,13,607,7,1200,20,AA,N4YSAA,1650,DFW,193,1616,6,7,American Airlines Inc.,Dallas Fort Worth Intl
3,13,609,-6,746,-19,WN,N227WN,1732,SJC,84,569,6,9,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,13,616,-4,837,-13,OO,N814SK,4692,LAX,118,834,6,16,SkyWest Airlines Inc.,Los Angeles Intl
3,13,622,-8,827,-11,OO,N216AG,3456,BUR,112,817,6,22,SkyWest Airlines Inc.,Bob Hope
3,13,626,-4,855,0,AS,N799AS,558,LAX,124,834,6,26,Alaska Airlines Inc.,Los Angeles Intl
3,13,631,-9,859,-10,AS,N597AS,576,SAN,128,933,6,31,Alaska Airlines Inc.,San Diego Intl
3,13,639,-1,1246,11,WN,N774SW,817,MDW,230,1751,6,39,Southwest Airlines Co.,Chicago Midway Intl
3,13,641,-7,820,-18,UA,N854UA,416,SFO,82,550,6,41,United Air Lines Inc.,San Francisco Intl
3,13,645,0,900,-5,OO,N217AG,3460,ONT,117,838,6,45,SkyWest Airlines Inc.,Ontario Intl
3,13,646,-4,1236,-9,AA,N3LHAA,2218,ORD,203,1739,6,46,American Airlines Inc.,Chicago Ohare Intl
3,13,650,-10,908,-9,B6,N789JB,1121,LGB,115,846,6,50,JetBlue Airways,Long Beach
3,13,654,-6,1159,-16,DL,N668DN,2090,MSP,164,1426,6,54,Delta Air Lines Inc.,Minneapolis St Paul Intl
3,13,654,-6,1026,-9,WN,N779SW,397,ABQ,136,1111,6,54,Southwest Airlines Co.,Albuquerque International Sunport
3,13,655,-5,838,-7,VX,N852VA,84,SFO,83,550,6,55,Virgin America,San Francisco Intl
3,13,658,-2,938,3,WN,N625SW,1927,PHX,138,1009,6,58,Southwest Airlines Co.,Phoenix Sky Harbor Intl
3,13,700,-5,922,-2,AS,N607AS,582,SNA,123,859,7,0,Alaska Airlines Inc.,John Wayne Arpt Orange Co
3,13,704,-6,913,0,AS,N609AS,626,LAS,107,763,7,4,Alaska Airlines Inc.,Mc Carran Intl
3,13,707,-3,946,4,AS,N589AS,644,PHX,138,1009,7,7,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
3,13,709,-1,1524,4,DL,N705TW,2258,JFK,276,2454,7,9,Delta Air Lines Inc.,John F Kennedy Intl
3,13,712,12,952,-22,AS,N568AS,833,HNL,323,2603,7,12,Alaska Airlines Inc.,Honolulu Intl
3,13,715,-5,953,-51,AS,N569AS,855,KOA,322,2607,7,15,Alaska Airlines Inc.,Kona Intl At Keahole
3,13,734,-6,920,-7,AS,N767AS,244,SFO,90,550,7,34,Alaska Airlines Inc.,San Francisco Intl
3,13,736,-9,944,-10,OO,N224AG,3486,BOI,49,344,7,36,SkyWest Airlines Inc.,Boise Air Terminal
3,13,739,-6,839,2,OO,N583SW,5379,SEA,42,129,7,39,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,13,756,-4,1018,-1,AS,N791AS,568,LAX,114,834,7,56,Alaska Airlines Inc.,Los Angeles Intl
3,13,800,-5,1334,-11,AA,N4XVAA,1220,DFW,195,1616,8,0,American Airlines Inc.,Dallas Fort Worth Intl
3,13,804,-1,1540,-13,UA,N462UA,250,IAD,257,2327,8,4,United Air Lines Inc.,Washington Dulles Intl
3,13,816,-4,950,-15,WN,N415WN,2618,OAK,79,543,8,16,Southwest Airlines Co.,Metropolitan Oakland Intl
3,13,837,2,1416,-12,UA,N78524,1142,ORD,197,1739,8,37,United Air Lines Inc.,Chicago Ohare Intl
3,13,844,-1,1126,11,US,N647AW,680,PHX,136,1009,8,44,US Airways Inc.,Phoenix Sky Harbor Intl
3,13,857,-3,1616,-13,DL,N3763D,2520,ATL,241,2172,8,57,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
3,13,901,-4,1023,-7,WN,N719SW,1921,SMF,71,479,9,1,Southwest Airlines Co.,Sacramento Intl
3,13,906,-9,1145,-20,OO,N223AG,3466,TUS,144,1119,9,6,SkyWest Airlines Inc.,Tucson Intl
3,13,914,-6,1711,-28,AS,N558AS,30,BOS,283,2537,9,14,Alaska Airlines Inc.,General Edward Lawrence Logan Intl
3,13,915,-6,1015,2,OO,N223SW,5428,SEA,40,129,9,15,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,13,925,-5,1202,-1,AS,N797AS,640,PHX,138,1009,9,25,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
3,13,938,-2,1257,-8,WN,N244WN,612,DEN,124,991,9,38,Southwest Airlines Co.,Denver Intl
3,13,939,-11,1714,-26,AS,N592AS,764,DCA,263,2350,9,39,Alaska Airlines Inc.,Ronald Reagan Washington Natl
3,13,944,-2,1123,-14,OO,N750SK,5196,SFO,82,550,9,44,SkyWest Airlines Inc.,San Francisco Intl
3,13,950,-5,1230,-5,AS,N713AS,131,ANC,205,1542,9,50,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
3,13,1004,-11,1242,-43,HA,N388HA,25,HNL,318,2603,10,4,Hawaiian Airlines Inc.,Honolulu Intl
3,13,1006,-4,1222,-5,AS,N615AS,580,SNA,122,859,10,6,Alaska Airlines Inc.,John Wayne Arpt Orange Co
3,13,1009,-6,1148,-12,WN,N201LV,3777,SJC,86,569,10,9,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
3,13,1012,-3,1541,-23,AS,N305AS,654,DFW,193,1616,10,12,Alaska Airlines Inc.,Dallas Fort Worth Intl
3,13,1017,-8,1301,-4,DL,N322NB,2189,SLC,86,630,10,17,Delta Air Lines Inc.,Salt Lake City Intl
3,13,1026,-9,1357,-2,F9,N902FR,788,DEN,131,991,10,26,Frontier Airlines Inc.,Denver Intl
3,13,1031,-4,1406,-1,OO,N935SW,5576,DEN,130,991,10,31,SkyWest Airlines Inc.,Denver Intl
3,13,1032,-3,1618,-12,AS,N407AS,686,ORD,202,1739,10,32,Alaska Airlines Inc.,Chicago Ohare Intl
3,13,1038,-1,1300,0,OO,N716SK,6518,LAX,111,834,10,38,SkyWest Airlines Inc.,Los Angeles Intl
3,13,1041,-4,1322,-3,WN,N398SW,3246,SLC,89,630,10,41,Southwest Airlines Co.,Salt Lake City Intl
3,13,1058,5,1153,8,OO,N582SW,5397,SEA,36,129,10,58,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,13,1100,-5,1221,-9,WN,N750SA,2603,SMF,67,479,11,0,Southwest Airlines Co.,Sacramento Intl
3,13,1115,20,1331,22,AS,N530AS,564,LAX,111,834,11,15,Alaska Airlines Inc.,Los Angeles Intl
3,13,1119,-6,1348,-6,US,N839AW,634,PHX,134,1009,11,19,US Airways Inc.,Phoenix Sky Harbor Intl
